﻿﻿﻿﻿﻿﻿﻿﻿﻿시즌/대회,소속팀,닉네임,국적,포지션,등급
Champions Tour 2023: LOCK//IN São Paulo,Gen.G,k1Ng,KR,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Movistar KOI,trexx,RU,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,NaVi,Shao,UN,FLEX,A
Champions Tour 2023: LOCK//IN São Paulo,Fnatic,Leo,SE,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Kiwoom DRX,MaKo,KR,CONTROLLER,A
Champions Tour 2023: LOCK//IN São Paulo,Karmine Corp,sh1n,FR,FLEX,A
Champions Tour 2023: LOCK//IN São Paulo,Karmine Corp,Nivera,BE,CONTROLLER,A
Champions Tour 2023: LOCK//IN São Paulo,FURIA,mwzera,BR,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Leviatán,Shyy,CL,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,Team Liquid,nAts,RU,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,EDward Gaming,CHICHOO,CN,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Team Vitality,Twisten,CZ,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,Evil Geniuses,Ethan,US,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Giants Gaming,Cloud,RU,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,NRG,crashies,US,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,LOUD,Less,BR,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,Cloud9,leaf,US,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,RRQ,Emman,PH,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,NaVi,Zyppan,SE,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Team Vitality,MOLSI,PL,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Leviatán,kiNgg,CL,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Giants Gaming,nukkye,LT,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Team Secret,JessieVash,PH,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Cloud9,Xeppaa,US,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Talon Esports,foxz,TH,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,MIBR,frz,BR,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,FUT Esports,qRaxs,TR,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Fnatic,Derke,FI,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,MIBR,murizzz,BR,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Team Vitality,ceNder,LT,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Team Heretics,keloqz,FR,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,Cloud9,yay,US,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,NRG,s0m,US,CONTROLLER,A
Champions Tour 2023: LOCK//IN São Paulo,FUT Esports,qw1,TR,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,LOUD,aspas,BR,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,NRG,ardiis,LV,SENTINEL,A
Champions Tour 2023: LOCK//IN São Paulo,Fnatic,Chronicle,RU,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Gen.G,TS,KR,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,Fnatic,Alfajer,TR,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,NaVi,cNed,TR,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,DFM,takej,JP,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Global Esports,Monyet,ID,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,Paper Rex,Jinggg,SG,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,Team Heretics,zeek,PL,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Team Heretics,Mixwell,ES,INITIATOR,A
Champions Tour 2023: LOCK//IN São Paulo,Team Secret,invy,PH,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,FURIA,dgzin,BR,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,Evil Geniuses,BcJ,US,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,Talon Esports,garnetS,TH,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,Kiwoom DRX,BuZz,KR,DUELIST,A
Champions Tour 2023: LOCK//IN São Paulo,Evil Geniuses,jawgemo,KH,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,FunPlus Phoenix,YuChEn,CN,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,100 Thieves,bang,US,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Gen.G,Meteor,KR,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,MIBR,heat,BR,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,LOUD,cauanzin,BR,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,100 Thieves,Cryocells,US,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,Kiwoom DRX,Rb,KR,FLEX,B
Champions Tour 2023: LOCK//IN São Paulo,FUT Esports,MOJJ,TR,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,FunPlus Phoenix,Yuicaw,TW,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,NaVi,SUYGETSU,UN,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,100 Thieves,stellar,US,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Evil Geniuses,Boostio,US,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Sentinels,TenZ,CA,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,Fnatic,Boaster,GB,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,100 Thieves,Asuna,US,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Leviatán,Tacolilla,CL,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,Giants Gaming,Fit1nho,ES,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,LOUD,tuyz,BR,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Team Liquid,Jamppi,FI,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,Cloud9,Zellsis,US,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,NaVi,ANGE1,UA,FLEX,B
Champions Tour 2023: LOCK//IN São Paulo,Talon Esports,Sushiboys,TH,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,MIBR,jzz,BR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Kiwoom DRX,stax,KR,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Cloud9,vanity,US,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,Movistar KOI,sheydos,RU,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,100 Thieves,Derrek,US,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,BBL Esports,QutionerX,TR,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,Giants Gaming,hoody,FI,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Global Esports,t3xture,KR,DUELIST,B
Champions Tour 2023: LOCK//IN São Paulo,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,RRQ,xffero,ID,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,RRQ,fl1pzjder,ID,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Kiwoom DRX,Zest,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Evil Geniuses,C0M,US,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Sentinels,pANcada,BR,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Giants Gaming,rhyme,NO,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Karmine Corp,ScreaM,BE,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,NRG,FiNESSE,CA,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Talon Esports,Crws,TH,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,ZETA DIVISION,Laz,JP,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Leviatán,Mazino,CL,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,FUT Esports,AtaKaptan,TR,FLEX,C
Champions Tour 2023: LOCK//IN São Paulo,Talon Esports,JitBoyS,TH,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,BBL Esports,Brave,TR,CONTROLLER,B
Champions Tour 2023: LOCK//IN São Paulo,EDward Gaming,nobody,CN,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,FUT Esports,MrFaliN,TR,FLEX,C
Champions Tour 2023: LOCK//IN São Paulo,DFM,Reita,JP,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,NRG,Victor,US,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Team Vitality,Destrian,LT,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Team Liquid,Redgar,RU,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,KRÜ Esports,xand,BR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,BBL Esports,Turko,TR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,FURIA,Khalil,BR,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Karmine Corp,Newzera,FR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,KRÜ Esports,DaveeyS,CO,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,RRQ,Lmemore,ID,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Karmine Corp,xms,FR,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,LOUD,saadhak,AR,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,FURIA,qck,BR,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,FunPlus Phoenix,AAAAY,CN,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,FURIA,mazin,BR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,T1,ban,KR,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,MIBR,RgLMeister,BR,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,T1,Munchkin,KR,CONTROLLER,D
Champions Tour 2023: LOCK//IN São Paulo,Team Secret,BORKUM,PH,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,T1,Sayaplayer,KR,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,T1,carpe,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,EDward Gaming,Smoggy,CN,FLEX,C
Champions Tour 2023: LOCK//IN São Paulo,Global Esports,AYRIN,CA,SENTINEL,D
Champions Tour 2023: LOCK//IN São Paulo,Leviatán,nzr,AR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Team Secret,Jremy,PH,FLEX,C
Champions Tour 2023: LOCK//IN São Paulo,BBL Esports,SouhcNi,TR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,BBL Esports,AsLanM4shadoW,TR,SENTINEL,D
Champions Tour 2023: LOCK//IN São Paulo,FunPlus Phoenix,nizhaoTZH,CN,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Sentinels,Sacy,BR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,EDward Gaming,Haodong,CN,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,Team Liquid,Sayf,SE,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,ZETA DIVISION,Dep,JP,DUELIST,D
Champions Tour 2023: LOCK//IN São Paulo,Paper Rex,f0rsakeN,ID,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Team Vitality,BONECOLD,FI,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,FunPlus Phoenix,BerLIN,TW,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,Team Heretics,Boo,LT,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Global Esports,Bazzi,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Gen.G,eKo,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Team Secret,DubsteP,PH,SENTINEL,D
Champions Tour 2023: LOCK//IN São Paulo,RRQ,EJAY,PH,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,KRÜ Esports,Melser,CL,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,KRÜ Esports,axeddy,BR,INITIATOR,D
Champions Tour 2023: LOCK//IN São Paulo,Paper Rex,Benkai,SG,SENTINEL,B
Champions Tour 2023: LOCK//IN São Paulo,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,DFM,Anthem,JP,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Movistar KOI,Wolfen,BG,DUELIST,C
Champions Tour 2023: LOCK//IN São Paulo,DFM,xnfri,JP,CONTROLLER,D
Champions Tour 2023: LOCK//IN São Paulo,T1,xeta,KR,INITIATOR,B
Champions Tour 2023: LOCK//IN São Paulo,DFM,Suggest,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Movistar KOI,starxo,PL,SENTINEL,C
Champions Tour 2023: LOCK//IN São Paulo,Gen.G,Secret,KR,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Global Esports,SkRossi,IN,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Movistar KOI,koldamenta,ES,CONTROLLER,D
Champions Tour 2023: LOCK//IN São Paulo,Paper Rex,d4v41,MY,INITIATOR,C
Champions Tour 2023: LOCK//IN São Paulo,Team Heretics,AvovA,DK,CONTROLLER,C
Champions Tour 2023: LOCK//IN São Paulo,ZETA DIVISION,crow,JP,INITIATOR,D
Champions Tour 2023: LOCK//IN São Paulo,Sentinels,dephh,GB,SENTINEL,D
Champions Tour 2023: LOCK//IN São Paulo,Sentinels,zekken,US,INITIATOR,D
Champions Tour 2023: LOCK//IN São Paulo,ZETA DIVISION,TENNN,JP,INITIATOR,D
Champions Tour 2023: LOCK//IN São Paulo,Team Liquid,soulcas,GB,SENTINEL,D
Champions Tour 2023: LOCK//IN São Paulo,KRÜ Esports,NagZ,CL,DUELIST,D
Champions Tour 2023: LOCK//IN São Paulo,RRQ,2GE,PH,CONTROLLER,D
Champions Tour 2023: LOCK//IN São Paulo,DFM,Seoldam,KR,DUELIST,D
Champions Tour 2023: Americas League,LOUD,aspas,BR,DUELIST,A
Champions Tour 2023: Americas League,LOUD,Less,BR,SENTINEL,A
Champions Tour 2023: Americas League,Leviatán,kiNgg,CL,INITIATOR,A
Champions Tour 2023: Americas League,Sentinels,zekken,US,INITIATOR,A
Champions Tour 2023: Americas League,NRG,crashies,US,SENTINEL,A
Champions Tour 2023: Americas League,Cloud9,leaf,US,FLEX,A
Champions Tour 2023: Americas League,NRG,s0m,US,CONTROLLER,A
Champions Tour 2023: Americas League,Leviatán,nzr,AR,INITIATOR,A
Champions Tour 2023: Americas League,Evil Geniuses,Demon1,US,FLEX,B
Champions Tour 2023: Americas League,100 Thieves,Cryocells,US,FLEX,B
Champions Tour 2023: Americas League,NRG,Victor,US,SENTINEL,A
Champions Tour 2023: Americas League,Evil Geniuses,Ethan,US,INITIATOR,B
Champions Tour 2023: Americas League,100 Thieves,Asuna,US,INITIATOR,B
Champions Tour 2023: Americas League,Evil Geniuses,BcJ,US,CONTROLLER,B
Champions Tour 2023: Americas League,Cloud9,Zellsis,US,FLEX,B
Champions Tour 2023: Americas League,Cloud9,runi,US,INITIATOR,B
Champions Tour 2023: Americas League,FURIA,Khalil,BR,CONTROLLER,B
Champions Tour 2023: Americas League,FURIA,dgzin,BR,DUELIST,B
Champions Tour 2023: Americas League,Cloud9,Xeppaa,US,INITIATOR,B
Champions Tour 2023: Americas League,NRG,ardiis,LV,SENTINEL,A
Champions Tour 2023: Americas League,LOUD,cauanzin,BR,INITIATOR,A
Champions Tour 2023: Americas League,Evil Geniuses,C0M,US,INITIATOR,B
Champions Tour 2023: Americas League,KRÜ Esports,DaveeyS,CO,INITIATOR,C
Champions Tour 2023: Americas League,Sentinels,Marved,CA,CONTROLLER,C
Champions Tour 2023: Americas League,KRÜ Esports,keznit,CL,DUELIST,C
Champions Tour 2023: Americas League,Cloud9,jakee,US,CONTROLLER,B
Champions Tour 2023: Americas League,Evil Geniuses,Boostio,US,SENTINEL,C
Champions Tour 2023: Americas League,Sentinels,Sacy,BR,CONTROLLER,C
Champions Tour 2023: Americas League,100 Thieves,bang,US,CONTROLLER,B
Champions Tour 2023: Americas League,MIBR,RgLMeister,BR,CONTROLLER,C
Champions Tour 2023: Americas League,LOUD,tuyz,BR,CONTROLLER,B
Champions Tour 2023: Americas League,FURIA,mwzera,BR,INITIATOR,B
Champions Tour 2023: Americas League,KRÜ Esports,NagZ,CL,SENTINEL,C
Champions Tour 2023: Americas League,100 Thieves,Derrek,US,INITIATOR,C
Champions Tour 2023: Americas League,Leviatán,Mazino,CL,CONTROLLER,C
Champions Tour 2023: Americas League,LOUD,saadhak,AR,INITIATOR,C
Champions Tour 2023: Americas League,Leviatán,Shyy,CL,SENTINEL,C
Champions Tour 2023: Americas League,MIBR,TxoziN,BR,SENTINEL,D
Champions Tour 2023: Americas League,Sentinels,pANcada,BR,SENTINEL,C
Champions Tour 2023: Americas League,MIBR,heat,BR,DUELIST,C
Champions Tour 2023: Americas League,MIBR,frz,BR,SENTINEL,C
Champions Tour 2023: Americas League,Sentinels,TenZ,CA,DUELIST,C
Champions Tour 2023: Americas League,FURIA,mazin,BR,INITIATOR,C
Champions Tour 2023: Americas League,KRÜ Esports,Melser,CL,CONTROLLER,C
Champions Tour 2023: Americas League,FURIA,qck,BR,CONTROLLER,D
Champions Tour 2023: Americas League,MIBR,jzz,BR,INITIATOR,C
Champions Tour 2023: Americas League,Evil Geniuses,jawgemo,KH,DUELIST,B
Champions Tour 2023: Americas League,Leviatán,Tacolilla,CL,DUELIST,C
Champions Tour 2023: Americas League,100 Thieves,stellar,US,SENTINEL,C
Champions Tour 2023: Americas League,MIBR,murizzz,BR,INITIATOR,D
Champions Tour 2023: Americas League,NRG,FiNESSE,CA,INITIATOR,C
Champions Tour 2023: Americas League,KRÜ Esports,axeddy,BR,FLEX,C
Champions Tour 2023: Americas League,KRÜ Esports,Klaus,AR,INITIATOR,D
Champions Tour 2023: Americas League,Sentinels,dephh,GB,INITIATOR,D
Champions Tour 2023: EMEA League,Fnatic,Alfajer,TR,SENTINEL,A
Champions Tour 2023: EMEA League,Team Liquid,Sayf,SE,DUELIST,A
Champions Tour 2023: EMEA League,Fnatic,Leo,SE,INITIATOR,A
Champions Tour 2023: EMEA League,Fnatic,Chronicle,RU,INITIATOR,A
Champions Tour 2023: EMEA League,Fnatic,Derke,FI,DUELIST,A
Champions Tour 2023: EMEA League,Movistar KOI,trexx,RU,INITIATOR,A
Champions Tour 2023: EMEA League,Team Liquid,nAts,RU,SENTINEL,A
Champions Tour 2023: EMEA League,NaVi,Shao,UN,FLEX,A
Champions Tour 2023: EMEA League,Movistar KOI,sheydos,RU,SENTINEL,B
Champions Tour 2023: EMEA League,Giants Gaming,nukkye,LT,FLEX,B
Champions Tour 2023: EMEA League,NaVi,SUYGETSU,UN,SENTINEL,B
Champions Tour 2023: EMEA League,Giants Gaming,Cloud,RU,INITIATOR,A
Champions Tour 2023: EMEA League,BBL Esports,QutionerX,TR,DUELIST,A
Champions Tour 2023: EMEA League,Team Liquid,Jamppi,FI,INITIATOR,B
Champions Tour 2023: EMEA League,FUT Esports,qw1,TR,DUELIST,B
Champions Tour 2023: EMEA League,Giants Gaming,Fit1nho,ES,DUELIST,B
Champions Tour 2023: EMEA League,NaVi,cNed,TR,DUELIST,A
Champions Tour 2023: EMEA League,Giants Gaming,hoody,FI,CONTROLLER,B
Champions Tour 2023: EMEA League,Fnatic,kamyk,PL,SENTINEL,B
Champions Tour 2023: EMEA League,NaVi,Zyppan,SE,INITIATOR,B
Champions Tour 2023: EMEA League,Team Vitality,Twisten,CZ,DUELIST,B
Champions Tour 2023: EMEA League,Team Vitality,ceNder,LT,SENTINEL,C
Champions Tour 2023: EMEA League,FUT Esports,AtaKaptan,TR,SENTINEL,B
Champions Tour 2023: EMEA League,Karmine Corp,Nivera,BE,SENTINEL,C
Champions Tour 2023: EMEA League,Karmine Corp,ScreaM,BE,DUELIST,B
Champions Tour 2023: EMEA League,BBL Esports,Brave,TR,CONTROLLER,B
Champions Tour 2023: EMEA League,FUT Esports,qRaxs,TR,INITIATOR,B
Champions Tour 2023: EMEA League,Team Vitality,MOLSI,PL,INITIATOR,C
Champions Tour 2023: EMEA League,Fnatic,Boaster,GB,CONTROLLER,B
Champions Tour 2023: EMEA League,BBL Esports,AsLanM4shadoW,TR,SENTINEL,B
Champions Tour 2023: EMEA League,Team Heretics,AvovA,DK,CONTROLLER,C
Champions Tour 2023: EMEA League,BBL Esports,Turko,TR,INITIATOR,B
Champions Tour 2023: EMEA League,FUT Esports,MrFaliN,TR,CONTROLLER,C
Champions Tour 2023: EMEA League,Team Liquid,soulcas,GB,INITIATOR,C
Champions Tour 2023: EMEA League,FUT Esports,MOJJ,TR,SENTINEL,C
Champions Tour 2023: EMEA League,Team Vitality,Destrian,LT,CONTROLLER,C
Champions Tour 2023: EMEA League,Team Heretics,Boo,LT,SENTINEL,C
Champions Tour 2023: EMEA League,Movistar KOI,starxo,PL,INITIATOR,C
Champions Tour 2023: EMEA League,Team Heretics,zeek,PL,FLEX,C
Champions Tour 2023: EMEA League,Karmine Corp,xms,FR,CONTROLLER,C
Champions Tour 2023: EMEA League,Team Vitality,BONECOLD,FI,INITIATOR,C
Champions Tour 2023: EMEA League,Team Liquid,Redgar,RU,CONTROLLER,C
Champions Tour 2023: EMEA League,BBL Esports,SouhcNi,TR,SENTINEL,C
Champions Tour 2023: EMEA League,Team Heretics,Mixwell,ES,FLEX,C
Champions Tour 2023: EMEA League,Team Heretics,weber,GB,INITIATOR,C
Champions Tour 2023: EMEA League,Karmine Corp,sh1n,FR,INITIATOR,D
Champions Tour 2023: EMEA League,Movistar KOI,Wolfen,BG,SENTINEL,C
Champions Tour 2023: EMEA League,NaVi,ANGE1,UA,CONTROLLER,C
Champions Tour 2023: EMEA League,Team Liquid,Harmii,DE,DUELIST,C
Champions Tour 2023: EMEA League,Giants Gaming,rhyme,NO,SENTINEL,C
Champions Tour 2023: EMEA League,Team Heretics,keloqz,FR,DUELIST,C
Champions Tour 2023: EMEA League,FUT Esports,Muj,TR,INITIATOR,D
Champions Tour 2023: EMEA League,Karmine Corp,Newzera,FR,INITIATOR,D
Champions Tour 2023: EMEA League,Movistar KOI,koldamenta,ES,CONTROLLER,D
Champions Tour 2023: EMEA League,Karmine Corp,ZE1SH,EG,INITIATOR,D
Champions Tour 2023: Pacific League,Paper Rex,something,RU,DUELIST,A
Champions Tour 2023: Pacific League,Paper Rex,d4v41,MY,INITIATOR,A
Champions Tour 2023: Pacific League,Kiwoom DRX,MaKo,KR,CONTROLLER,A
Champions Tour 2023: Pacific League,Global Esports,Monyet,ID,CONTROLLER,A
Champions Tour 2023: Pacific League,T1,Sayaplayer,KR,DUELIST,A
Champions Tour 2023: Pacific League,Kiwoom DRX,BuZz,KR,FLEX,A
Champions Tour 2023: Pacific League,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,A
Champions Tour 2023: Pacific League,T1,xeta,KR,INITIATOR,A
Champions Tour 2023: Pacific League,Paper Rex,Benkai,SG,SENTINEL,B
Champions Tour 2023: Pacific League,Paper Rex,Jinggg,SG,DUELIST,A
Champions Tour 2023: Pacific League,T1,Munchkin,KR,SENTINEL,B
Champions Tour 2023: Pacific League,Gen.G,k1Ng,KR,SENTINEL,B
Champions Tour 2023: Pacific League,Team Secret,invy,PH,INITIATOR,B
Champions Tour 2023: Pacific League,Gen.G,Sylvan,KR,INITIATOR,B
Champions Tour 2023: Pacific League,Paper Rex,f0rsakeN,ID,DUELIST,A
Champions Tour 2023: Pacific League,ZETA DIVISION,Dep,JP,DUELIST,B
Champions Tour 2023: Pacific League,DFM,Suggest,KR,DUELIST,A
Champions Tour 2023: Pacific League,Global Esports,Bazzi,KR,INITIATOR,A
Champions Tour 2023: Pacific League,ZETA DIVISION,Laz,JP,INITIATOR,C
Champions Tour 2023: Pacific League,Team Secret,BORKUM,PH,CONTROLLER,B
Champions Tour 2023: Pacific League,Talon Esports,Patiphan,TH,FLEX,C
Champions Tour 2023: Pacific League,Global Esports,SkRossi,IN,DUELIST,C
Champions Tour 2023: Pacific League,Kiwoom DRX,Zest,KR,INITIATOR,C
Champions Tour 2023: Pacific League,Kiwoom DRX,Foxy9,KR,DUELIST,B
Champions Tour 2023: Pacific League,RRQ,fl1pzjder,ID,INITIATOR,C
Champions Tour 2023: Pacific League,RRQ,Lmemore,ID,SENTINEL,C
Champions Tour 2023: Pacific League,Team Secret,DubsteP,PH,SENTINEL,C
Champions Tour 2023: Pacific League,RRQ,Emman,PH,INITIATOR,C
Champions Tour 2023: Pacific League,Kiwoom DRX,Rb,KR,FLEX,C
Champions Tour 2023: Pacific League,Talon Esports,JitBoyS,TH,INITIATOR,C
Champions Tour 2023: Pacific League,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2023: Pacific League,T1,iNTRO,KR,CONTROLLER,B
Champions Tour 2023: Pacific League,RRQ,2GE,PH,CONTROLLER,C
Champions Tour 2023: Pacific League,Gen.G,Meteor,KR,DUELIST,B
Champions Tour 2023: Pacific League,Gen.G,GodDead,KR,INITIATOR,B
Champions Tour 2023: Pacific League,Talon Esports,foxz,TH,INITIATOR,C
Champions Tour 2023: Pacific League,Team Secret,Jremy,PH,SENTINEL,B
Champions Tour 2023: Pacific League,RRQ,EJAY,PH,DUELIST,B
Champions Tour 2023: Pacific League,ZETA DIVISION,TENNN,JP,SENTINEL,B
Champions Tour 2023: Pacific League,T1,carpe,KR,INITIATOR,B
Champions Tour 2023: Pacific League,Team Secret,JessieVash,PH,INITIATOR,C
Champions Tour 2023: Pacific League,Gen.G,TS,KR,CONTROLLER,C
Champions Tour 2023: Pacific League,T1,ban,KR,CONTROLLER,C
Champions Tour 2023: Pacific League,DFM,Anthem,JP,INITIATOR,B
Champions Tour 2023: Pacific League,DFM,Seoldam,KR,DUELIST,C
Champions Tour 2023: Pacific League,Kiwoom DRX,stax,KR,INITIATOR,C
Champions Tour 2023: Pacific League,Gen.G,eKo,KR,INITIATOR,C
Champions Tour 2023: Pacific League,Talon Esports,garnetS,TH,DUELIST,C
Champions Tour 2023: Pacific League,DFM,takej,JP,CONTROLLER,C
Champions Tour 2023: Pacific League,Global Esports,WRONSKI,AU,FLEX,C
Champions Tour 2023: Pacific League,DFM,Reita,JP,SENTINEL,C
Champions Tour 2023: Pacific League,Talon Esports,Sushiboys,TH,SENTINEL,D
Champions Tour 2023: Pacific League,ZETA DIVISION,crow,JP,INITIATOR,C
Champions Tour 2023: Pacific League,Global Esports,AYRIN,CA,SENTINEL,D
