﻿﻿﻿﻿﻿﻿﻿﻿﻿시즌/대회,소속팀,닉네임,국적,포지션,등급
VCT 2025: Americas Kickoff,FURIA,jakee,US,CONTROLLER,A
VCT 2025: Americas Kickoff,2Game Esports,gobera,BR,FLEX,A
VCT 2025: Americas Kickoff,100 Thieves,Cryocells,US,CONTROLLER,A
VCT 2025: Americas Kickoff,KRÜ Esports,Melser,CL,CONTROLLER,A
VCT 2025: Americas Kickoff,NRG,s0m,US,CONTROLLER,A
VCT 2025: Americas Kickoff,FURIA,Khalil,BR,CONTROLLER,A
VCT 2025: Americas Kickoff,100 Thieves,eeiu,CA,INITIATOR,B
VCT 2025: Americas Kickoff,Sentinels,johnqt,MA,INITIATOR,B
VCT 2025: Americas Kickoff,Leviatán,kiNgg,CL,CONTROLLER,A
VCT 2025: Americas Kickoff,LOUD,pANcada,BR,CONTROLLER,B
VCT 2025: Americas Kickoff,FURIA,stellar,US,INITIATOR,B
VCT 2025: Americas Kickoff,G2 Esports,JonahP,CA,INITIATOR,B
VCT 2025: Americas Kickoff,Leviatán,nataNk,FR,INITIATOR,B
VCT 2025: Americas Kickoff,100 Thieves,Asuna,US,DUELIST,B
VCT 2025: Americas Kickoff,Sentinels,zekken,US,DUELIST,B
VCT 2025: Americas Kickoff,MIBR,xenom,BR,CONTROLLER,B
VCT 2025: Americas Kickoff,KRÜ Esports,keznit,CL,DUELIST,B
VCT 2025: Americas Kickoff,Leviatán,tex,DE,SENTINEL,C
VCT 2025: Americas Kickoff,G2 Esports,valyn,US,CONTROLLER,B
VCT 2025: Americas Kickoff,Evil Geniuses,supamen,US,CONTROLLER,C
VCT 2025: Americas Kickoff,Sentinels,Zellsis,US,CONTROLLER,C
VCT 2025: Americas Kickoff,NRG,Ethan,US,INITIATOR,B
VCT 2025: Americas Kickoff,Sentinels,N4RRATE,US,INITIATOR,B
VCT 2025: Americas Kickoff,Sentinels,bang,US,CONTROLLER,B
VCT 2025: Americas Kickoff,Cloud9,v1c,US,CONTROLLER,C
VCT 2025: Americas Kickoff,Evil Geniuses,yay,US,FLEX,C
VCT 2025: Americas Kickoff,G2 Esports,jawgemo,KH,DUELIST,B
VCT 2025: Americas Kickoff,Cloud9,Xeppaa,US,INITIATOR,C
VCT 2025: Americas Kickoff,Evil Geniuses,NaturE,US,SENTINEL,C
VCT 2025: Americas Kickoff,KRÜ Esports,adverso,CL,INITIATOR,C
VCT 2025: Americas Kickoff,Leviatán,C0M,US,INITIATOR,B
VCT 2025: Americas Kickoff,Evil Geniuses,icy,US,DUELIST,C
VCT 2025: Americas Kickoff,LOUD,cauanzin,BR,INITIATOR,C
VCT 2025: Americas Kickoff,NRG,Verno,US,INITIATOR,B
VCT 2025: Americas Kickoff,MIBR,nzr,AR,INITIATOR,C
VCT 2025: Americas Kickoff,Leviatán,Demon1,US,DUELIST,C
VCT 2025: Americas Kickoff,FURIA,Add3r,US,SENTINEL,C
VCT 2025: Americas Kickoff,KRÜ Esports,Mazino,CL,INITIATOR,C
VCT 2025: Americas Kickoff,100 Thieves,zander,CA,CONTROLLER,C
VCT 2025: Americas Kickoff,LOUD,tuyz,BR,SENTINEL,C
VCT 2025: Americas Kickoff,LOUD,v1nny,BR,INITIATOR,C
VCT 2025: Americas Kickoff,Cloud9,OXY,US,DUELIST,C
VCT 2025: Americas Kickoff,FURIA,mwzera,BR,INITIATOR,C
VCT 2025: Americas Kickoff,MIBR,cortezia,BR,SENTINEL,C
VCT 2025: Americas Kickoff,FURIA,havoc,BR,DUELIST,B
VCT 2025: Americas Kickoff,MIBR,artzin,BR,SENTINEL,C
VCT 2025: Americas Kickoff,Evil Geniuses,Derrek,US,INITIATOR,C
VCT 2025: Americas Kickoff,Cloud9,neT,US,SENTINEL,C
VCT 2025: Americas Kickoff,Cloud9,mitch,US,INITIATOR,C
VCT 2025: Americas Kickoff,2Game Esports,lz,BR,CONTROLLER,D
VCT 2025: Americas Kickoff,NRG,FiNESSE,CA,SENTINEL,D
VCT 2025: Americas Kickoff,FURIA,heat,BR,SENTINEL,D
VCT 2025: Americas Kickoff,2Game Esports,silentzz,BR,DUELIST,C
VCT 2025: Americas Kickoff,2Game Esports,pryze,BR,INITIATOR,C
VCT 2025: Americas Kickoff,100 Thieves,Boostio,US,INITIATOR,D
VCT 2025: Americas Kickoff,FURIA,raafa,BR,INITIATOR,D
VCT 2025: Americas Kickoff,2Game Esports,Zap,BR,INITIATOR,D
VCT 2025: China Kickoff,Xi Lai Gaming,Rarga,RU,DUELIST,A
VCT 2025: China Kickoff,FunPlus Phoenix,Autumn,AU,SENTINEL,B
VCT 2025: China Kickoff,All Gamers,K1ra,CN,DUELIST,C
VCT 2025: China Kickoff,All Gamers,Lsn,CN,INITIATOR,C
VCT 2025: China Kickoff,Nova Esports,SWERL,AU,DUELIST,A
VCT 2025: China Kickoff,Nova Esports,o0o0o,CN,INITIATOR,D
VCT 2025: China Kickoff,Nova Esports,cb,CN,FLEX,B
VCT 2025: China Kickoff,Nova Esports,GuanG,CN,SENTINEL,A
VCT 2025: China Kickoff,Nova Esports,Ezeir,CN,CONTROLLER,A
VCT 2025: China Kickoff,Bilibili Gaming,Knight,CN,INITIATOR,C
VCT 2025: China Kickoff,Bilibili Gaming,whzy,CN,DUELIST,B
VCT 2025: China Kickoff,Bilibili Gaming,nephh,SG,CONTROLLER,A
VCT 2025: China Kickoff,Bilibili Gaming,Levius,CN,SENTINEL,C
VCT 2025: China Kickoff,Bilibili Gaming,rushia,CN,CONTROLLER,C
VCT 2025: China Kickoff,FunPlus Phoenix,Life,CN,DUELIST,A
VCT 2025: China Kickoff,All Gamers,deLb,ID,SENTINEL,B
VCT 2025: China Kickoff,FunPlus Phoenix,yosemite,CN,CONTROLLER,B
VCT 2025: China Kickoff,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
VCT 2025: China Kickoff,FunPlus Phoenix,AAAAY,CN,INITIATOR,C
VCT 2025: China Kickoff,Trace Esports,Biank,CN,INITIATOR,B
VCT 2025: China Kickoff,Trace Esports,LuoK1ng,CN,CONTROLLER,B
VCT 2025: China Kickoff,Trace Esports,heybay,HK,SENTINEL,B
VCT 2025: China Kickoff,Trace Esports,FengF,CN,DUELIST,A
VCT 2025: China Kickoff,Trace Esports,Kai,CN,DUELIST,B
VCT 2025: China Kickoff,EDward Gaming,nobody,CN,INITIATOR,B
VCT 2025: China Kickoff,EDward Gaming,ZmjjKK,CN,DUELIST,A
VCT 2025: China Kickoff,EDward Gaming,Smoggy,CN,CONTROLLER,B
VCT 2025: China Kickoff,EDward Gaming,S1Mon,TW,INITIATOR,D
VCT 2025: China Kickoff,EDward Gaming,CHICHOO,CN,CONTROLLER,B
VCT 2025: China Kickoff,All Gamers,monk,CN,INITIATOR,C
VCT 2025: China Kickoff,All Gamers,nizhaoTZH,CN,CONTROLLER,D
VCT 2025: China Kickoff,Xi Lai Gaming,happywei,TW,CONTROLLER,A
VCT 2025: China Kickoff,TYLOO,5CM,CN,CONTROLLER,C
VCT 2025: China Kickoff,Xi Lai Gaming,YOU,HK,INITIATOR,C
VCT 2025: China Kickoff,Xi Lai Gaming,coconut,HK,CONTROLLER,C
VCT 2025: China Kickoff,Xi Lai Gaming,Viva,CN,SENTINEL,C
VCT 2025: China Kickoff,Wolves Esports,Spring,TW,DUELIST,A
VCT 2025: China Kickoff,Wolves Esports,Yuicaw,TW,INITIATOR,C
VCT 2025: China Kickoff,Wolves Esports,SiuFatBB,HK,INITIATOR,D
VCT 2025: China Kickoff,Wolves Esports,Lysoar,CN,SENTINEL,B
VCT 2025: China Kickoff,Wolves Esports,Juicy,SG,CONTROLLER,C
VCT 2025: China Kickoff,TYLOO,Ninebody,CN,SENTINEL,C
VCT 2025: China Kickoff,TYLOO,zjc,CN,INITIATOR,B
VCT 2025: China Kickoff,TYLOO,Eren,CN,DUELIST,C
VCT 2025: China Kickoff,TYLOO,slowly,CN,FLEX,A
VCT 2025: China Kickoff,Titan Esports Club,B1ack,CN,INITIATOR,C
VCT 2025: China Kickoff,Dragon Ranger Gaming,SpiritZ1,TW,INITIATOR,C
VCT 2025: China Kickoff,Titan Esports Club,Abo,CN,SENTINEL,C
VCT 2025: China Kickoff,Titan Esports Club,Rb,KR,INITIATOR,C
VCT 2025: China Kickoff,Titan Esports Club,Haodong,CN,CONTROLLER,B
VCT 2025: China Kickoff,Titan Esports Club,Dynamite,CN,DUELIST,C
VCT 2025: China Kickoff,JD Gaming,stew,KR,DUELIST,A
VCT 2025: China Kickoff,JD Gaming,jkuro,CN,CONTROLLER,B
VCT 2025: China Kickoff,JD Gaming,Z1yan,CN,SENTINEL,A
VCT 2025: China Kickoff,JD Gaming,MrCANI,TW,INITIATOR,D
VCT 2025: China Kickoff,JD Gaming,Babyblue,CN,INITIATOR,C
VCT 2025: China Kickoff,Dragon Ranger Gaming,vo0kashu,RU,SENTINEL,B
VCT 2025: China Kickoff,Dragon Ranger Gaming,Flex1n,CN,CONTROLLER,B
VCT 2025: China Kickoff,Dragon Ranger Gaming,TvirusLuke,TW,DUELIST,C
VCT 2025: China Kickoff,Dragon Ranger Gaming,Nicc,TW,INITIATOR,C
VCT 2025: China Kickoff,All Gamers,bunt,CN,DUELIST,D
VCT 2025: EMEA Kickoff,Team Liquid,keiko,GB,CONTROLLER,A
VCT 2025: EMEA Kickoff,Gentle Mates,Minny,CZ,SENTINEL,B
VCT 2025: EMEA Kickoff,Apeks,florescent,VN,DUELIST,A
VCT 2025: EMEA Kickoff,Fnatic,kaajak,PL,DUELIST,A
VCT 2025: EMEA Kickoff,FUT Esports,yetujey,TR,SENTINEL,A
VCT 2025: EMEA Kickoff,Fnatic,Alfajer,TR,FLEX,A
VCT 2025: EMEA Kickoff,Team Vitality,Derke,FI,DUELIST,A
VCT 2025: EMEA Kickoff,Team Vitality,Sayf,SE,FLEX,B
VCT 2025: EMEA Kickoff,BBL Esports,sociablEE,TR,INITIATOR,A
VCT 2025: EMEA Kickoff,Karmine Corp,Avez,EG,INITIATOR,A
VCT 2025: EMEA Kickoff,Team Heretics,Wo0t,TR,FLEX,A
VCT 2025: EMEA Kickoff,NaVi,Ruxic,TR,CONTROLLER,A
VCT 2025: EMEA Kickoff,Team Vitality,Less,BR,SENTINEL,B
VCT 2025: EMEA Kickoff,Karmine Corp,SUYGETSU,UN,CONTROLLER,B
VCT 2025: EMEA Kickoff,NaVi,Shao,UN,INITIATOR,B
VCT 2025: EMEA Kickoff,GIANTX,Cloud,RU,INITIATOR,C
VCT 2025: EMEA Kickoff,Team Liquid,kamyk,PL,INITIATOR,B
VCT 2025: EMEA Kickoff,Fnatic,Chronicle,RU,FLEX,C
VCT 2025: EMEA Kickoff,Team Heretics,RieNs,TR,INITIATOR,A
VCT 2025: EMEA Kickoff,BBL Esports,PROFEK,PL,CONTROLLER,C
VCT 2025: EMEA Kickoff,FUT Esports,xeus,TR,DUELIST,B
VCT 2025: EMEA Kickoff,Gentle Mates,Kada,FR,CONTROLLER,C
VCT 2025: EMEA Kickoff,Team Vitality,trexx,RU,INITIATOR,C
VCT 2025: EMEA Kickoff,Gentle Mates,Click,DE,DUELIST,C
VCT 2025: EMEA Kickoff,Team Vitality,Kicks,EE,INITIATOR,A
VCT 2025: EMEA Kickoff,Team Liquid,paTiTek,PL,INITIATOR,B
VCT 2025: EMEA Kickoff,Gentle Mates,Zyppan,SE,INITIATOR,C
VCT 2025: EMEA Kickoff,Team Liquid,kamo,PL,DUELIST,B
VCT 2025: EMEA Kickoff,Team Liquid,nAts,RU,SENTINEL,B
VCT 2025: EMEA Kickoff,GIANTX,tomaszy,PT,CONTROLLER,C
VCT 2025: EMEA Kickoff,Karmine Corp,saadhak,AR,FLEX,B
VCT 2025: EMEA Kickoff,Movistar KOI,Filu,PL,DUELIST,A
VCT 2025: EMEA Kickoff,GIANTX,purp0,RU,DUELIST,B
VCT 2025: EMEA Kickoff,Karmine Corp,Elite,TR,SENTINEL,B
VCT 2025: EMEA Kickoff,Fnatic,Boaster,GB,CONTROLLER,C
VCT 2025: EMEA Kickoff,Karmine Corp,marteen,CZ,DUELIST,C
VCT 2025: EMEA Kickoff,BBL Esports,Jamppi,FI,INITIATOR,B
VCT 2025: EMEA Kickoff,Team Heretics,MiniBoo,LT,DUELIST,C
VCT 2025: EMEA Kickoff,BBL Esports,LewN,TR,DUELIST,C
VCT 2025: EMEA Kickoff,Apeks,AvovA,DK,CONTROLLER,B
VCT 2025: EMEA Kickoff,Movistar KOI,soulcas,GB,SENTINEL,C
VCT 2025: EMEA Kickoff,FUT Esports,MrFaliN,TR,INITIATOR,C
VCT 2025: EMEA Kickoff,Movistar KOI,grubinho,PL,CONTROLLER,C
VCT 2025: EMEA Kickoff,FUT Esports,qRaxs,TR,INITIATOR,B
VCT 2025: EMEA Kickoff,Apeks,oderus,US,INITIATOR,C
VCT 2025: EMEA Kickoff,Gentle Mates,RobbieBk,NL,INITIATOR,C
VCT 2025: EMEA Kickoff,GIANTX,runneR,MK,INITIATOR,B
VCT 2025: EMEA Kickoff,FUT Esports,AtaKaptan,TR,CONTROLLER,C
VCT 2025: EMEA Kickoff,Fnatic,crashies,US,INITIATOR,C
VCT 2025: EMEA Kickoff,NaVi,koalanoob,CA,DUELIST,C
VCT 2025: EMEA Kickoff,NaVi,hiro,TR,SENTINEL,D
VCT 2025: EMEA Kickoff,Team Heretics,Boo,LT,CONTROLLER,C
VCT 2025: EMEA Kickoff,Apeks,MOLSI,PL,INITIATOR,B
VCT 2025: EMEA Kickoff,Movistar KOI,sheydos,RU,INITIATOR,D
VCT 2025: EMEA Kickoff,Apeks,hype,LT,SENTINEL,D
VCT 2025: EMEA Kickoff,GIANTX,westside,PL,SENTINEL,C
VCT 2025: EMEA Kickoff,Team Heretics,benjyfishy,GB,SENTINEL,C
VCT 2025: EMEA Kickoff,BBL Esports,vakk,LT,SENTINEL,D
VCT 2025: EMEA Kickoff,Movistar KOI,flyuh,US,INITIATOR,C
VCT 2025: EMEA Kickoff,Apeks,batujnax,TR,INITIATOR,D
VCT 2025: EMEA Kickoff,NaVi,ANGE1,UA,INITIATOR,D
VCT 2025: Pacific Kickoff,Gen.G,Karon,KR,CONTROLLER,A
VCT 2025: Pacific Kickoff,RRQ,Jemkin,RU,DUELIST,A
VCT 2025: Pacific Kickoff,DFM,Meiy,JP,DUELIST,A
VCT 2025: Pacific Kickoff,Talon Esports,primmie,TH,FLEX,A
VCT 2025: Pacific Kickoff,Kiwoom DRX,free1ng,KR,INITIATOR,A
VCT 2025: Pacific Kickoff,BOOM Esports,BerserX,ID,SENTINEL,B
VCT 2025: Pacific Kickoff,RRQ,Kushy,ID,INITIATOR,A
VCT 2025: Pacific Kickoff,Kiwoom DRX,MaKo,KR,CONTROLLER,A
VCT 2025: Pacific Kickoff,Paper Rex,f0rsakeN,ID,INITIATOR,A
VCT 2025: Pacific Kickoff,Nongshim RedForce,Ivy,KR,INITIATOR,A
VCT 2025: Pacific Kickoff,Kiwoom DRX,HYUNMIN,KR,DUELIST,A
VCT 2025: Pacific Kickoff,Nongshim RedForce,Francis,KR,INITIATOR,A
VCT 2025: Pacific Kickoff,Global Esports,Kr1stal,RU,INITIATOR,B
VCT 2025: Pacific Kickoff,Team Secret,JessieVash,PH,INITIATOR,C
VCT 2025: Pacific Kickoff,Nongshim RedForce,Persia,KR,CONTROLLER,A
VCT 2025: Pacific Kickoff,Talon Esports,JitBoyS,TH,CONTROLLER,B
VCT 2025: Pacific Kickoff,RRQ,Estrella,KR,INITIATOR,B
VCT 2025: Pacific Kickoff,T1,BuZz,KR,DUELIST,B
VCT 2025: Pacific Kickoff,Paper Rex,Jinggg,SG,DUELIST,B
VCT 2025: Pacific Kickoff,ZETA DIVISION,Dep,JP,DUELIST,C
VCT 2025: Pacific Kickoff,BOOM Esports,Famouz,ID,DUELIST,B
VCT 2025: Pacific Kickoff,Gen.G,Munchkin,KR,INITIATOR,B
VCT 2025: Pacific Kickoff,T1,carpe,KR,CONTROLLER,B
VCT 2025: Pacific Kickoff,Gen.G,yoman,KR,INITIATOR,C
VCT 2025: Pacific Kickoff,DFM,Akame,KR,INITIATOR,B
VCT 2025: Pacific Kickoff,Paper Rex,d4v41,MY,SENTINEL,A
VCT 2025: Pacific Kickoff,BOOM Esports,dos9,KZ,CONTROLLER,B
VCT 2025: Pacific Kickoff,T1,iZu,KR,DUELIST,C
VCT 2025: Pacific Kickoff,Global Esports,Papi,PH,CONTROLLER,C
VCT 2025: Pacific Kickoff,T1,stax,KR,INITIATOR,C
VCT 2025: Pacific Kickoff,RRQ,Monyet,ID,DUELIST,C
VCT 2025: Pacific Kickoff,Gen.G,t3xture,KR,DUELIST,C
VCT 2025: Pacific Kickoff,Paper Rex,something,RU,INITIATOR,B
VCT 2025: Pacific Kickoff,Global Esports,UdoTan,KR,DUELIST,C
VCT 2025: Pacific Kickoff,Gen.G,Foxy9,KR,SENTINEL,C
VCT 2025: Pacific Kickoff,RRQ,xffero,ID,SENTINEL,B
VCT 2025: Pacific Kickoff,Nongshim RedForce,margaret,KR,SENTINEL,C
VCT 2025: Pacific Kickoff,Kiwoom DRX,BeYN,KR,INITIATOR,C
VCT 2025: Pacific Kickoff,Kiwoom DRX,Flashback,KR,SENTINEL,B
VCT 2025: Pacific Kickoff,T1,Sylvan,KR,CONTROLLER,B
VCT 2025: Pacific Kickoff,T1,Meteor,KR,SENTINEL,C
VCT 2025: Pacific Kickoff,BOOM Esports,Shiro,ID,INITIATOR,B
VCT 2025: Pacific Kickoff,DFM,Jinboong,KR,SENTINEL,C
VCT 2025: Pacific Kickoff,DFM,gyen,JP,CONTROLLER,C
VCT 2025: Pacific Kickoff,Paper Rex,mindfreak,ID,CONTROLLER,C
VCT 2025: Pacific Kickoff,Team Secret,invy,PH,SENTINEL,B
VCT 2025: Pacific Kickoff,Talon Esports,ban,KR,SENTINEL,C
VCT 2025: Pacific Kickoff,Team Secret,Jremy,PH,DUELIST,C
VCT 2025: Pacific Kickoff,Global Esports,Deryeon,SG,SENTINEL,D
VCT 2025: Pacific Kickoff,Nongshim RedForce,Dambi,KR,DUELIST,B
VCT 2025: Pacific Kickoff,DFM,Art,JP,INITIATOR,C
VCT 2025: Pacific Kickoff,Global Esports,kellyS,PH,SENTINEL,C
VCT 2025: Pacific Kickoff,Team Secret,2GE,PH,CONTROLLER,C
VCT 2025: Pacific Kickoff,Team Secret,Wild0reoo,PH,SENTINEL,D
VCT 2025: Pacific Kickoff,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,C
VCT 2025: Pacific Kickoff,ZETA DIVISION,CLZ,JP,INITIATOR,C
VCT 2025: Pacific Kickoff,Talon Esports,Crws,TH,INITIATOR,D
VCT 2025: Pacific Kickoff,Talon Esports,Governor,KR,DUELIST,D
VCT 2025: Pacific Kickoff,ZETA DIVISION,SyouTa,JP,SENTINEL,D
VCT 2025: Pacific Kickoff,BOOM Esports,NcSlasher,ID,INITIATOR,C
VCT 2025: Pacific Kickoff,ZETA DIVISION,Xdll,JP,INITIATOR,D
Valorant Masters Bangkok 2025,EDward Gaming,CHICHOO,CN,CONTROLLER,A
Valorant Masters Bangkok 2025,Team Liquid,nAts,RU,SENTINEL,A
Valorant Masters Bangkok 2025,G2 Esports,trent,US,INITIATOR,A
Valorant Masters Bangkok 2025,Team Vitality,Derke,FI,DUELIST,A
Valorant Masters Bangkok 2025,T1,iZu,KR,FLEX,A
Valorant Masters Bangkok 2025,Kiwoom DRX,free1ng,KR,INITIATOR,A
Valorant Masters Bangkok 2025,Team Liquid,keiko,GB,CONTROLLER,A
Valorant Masters Bangkok 2025,Team Vitality,trexx,RU,INITIATOR,B
Valorant Masters Bangkok 2025,Kiwoom DRX,BeYN,KR,INITIATOR,B
Valorant Masters Bangkok 2025,T1,BuZz,KR,DUELIST,A
Valorant Masters Bangkok 2025,G2 Esports,valyn,US,CONTROLLER,B
Valorant Masters Bangkok 2025,G2 Esports,leaf,US,SENTINEL,B
Valorant Masters Bangkok 2025,Sentinels,N4RRATE,US,INITIATOR,A
Valorant Masters Bangkok 2025,T1,Meteor,KR,SENTINEL,B
Valorant Masters Bangkok 2025,Team Vitality,Less,BR,CONTROLLER,C
Valorant Masters Bangkok 2025,G2 Esports,jawgemo,KH,DUELIST,B
Valorant Masters Bangkok 2025,T1,Sylvan,KR,CONTROLLER,B
Valorant Masters Bangkok 2025,EDward Gaming,ZmjjKK,CN,DUELIST,B
Valorant Masters Bangkok 2025,T1,stax,KR,INITIATOR,C
Valorant Masters Bangkok 2025,EDward Gaming,Smoggy,CN,CONTROLLER,B
Valorant Masters Bangkok 2025,Kiwoom DRX,Flashback,KR,SENTINEL,C
Valorant Masters Bangkok 2025,Team Liquid,kamo,PL,DUELIST,C
Valorant Masters Bangkok 2025,G2 Esports,JonahP,CA,INITIATOR,B
Valorant Masters Bangkok 2025,Team Vitality,Kicks,EE,INITIATOR,C
Valorant Masters Bangkok 2025,EDward Gaming,nobody,CN,INITIATOR,C
Valorant Masters Bangkok 2025,Sentinels,bang,US,CONTROLLER,C
Valorant Masters Bangkok 2025,Trace Esports,Kai,CN,SENTINEL,C
Valorant Masters Bangkok 2025,Sentinels,zekken,US,DUELIST,C
Valorant Masters Bangkok 2025,Kiwoom DRX,MaKo,KR,CONTROLLER,C
Valorant Masters Bangkok 2025,Kiwoom DRX,HYUNMIN,KR,DUELIST,B
Valorant Masters Bangkok 2025,Team Liquid,kamyk,PL,INITIATOR,B
Valorant Masters Bangkok 2025,Trace Esports,Biank,CN,INITIATOR,D
Valorant Masters Bangkok 2025,EDward Gaming,S1Mon,TW,INITIATOR,C
Valorant Masters Bangkok 2025,Sentinels,johnqt,MA,INITIATOR,C
Valorant Masters Bangkok 2025,Sentinels,Zellsis,US,FLEX,C
Valorant Masters Bangkok 2025,Team Vitality,Sayf,SE,FLEX,C
Valorant Masters Bangkok 2025,Trace Esports,LuoK1ng,CN,CONTROLLER,C
Valorant Masters Bangkok 2025,Team Liquid,paTiTek,PL,INITIATOR,C
Valorant Masters Bangkok 2025,Trace Esports,heybay,HK,INITIATOR,D
Valorant Masters Bangkok 2025,T1,carpe,KR,CONTROLLER,D
Valorant Masters Bangkok 2025,Trace Esports,FengF,CN,FLEX,D
Valorant Masters Toronto 2025,Gen.G,t3xture,KR,DUELIST,A
Valorant Masters Toronto 2025,Wolves Esports,Spring,TW,CONTROLLER,C
Valorant Masters Toronto 2025,MIBR,Verno,US,INITIATOR,B
Valorant Masters Toronto 2025,Fnatic,Alfajer,TR,DUELIST,A
Valorant Masters Toronto 2025,Sentinels,zekken,US,DUELIST,B
Valorant Masters Toronto 2025,G2 Esports,trent,US,INITIATOR,B
Valorant Masters Toronto 2025,G2 Esports,leaf,US,SENTINEL,A
Valorant Masters Toronto 2025,Fnatic,Chronicle,RU,SENTINEL,A
Valorant Masters Toronto 2025,Bilibili Gaming,whzy,CN,DUELIST,B
Valorant Masters Toronto 2025,Paper Rex,f0rsakeN,ID,INITIATOR,A
Valorant Masters Toronto 2025,Paper Rex,Jinggg,SG,DUELIST,A
Valorant Masters Toronto 2025,Team Liquid,keiko,GB,CONTROLLER,C
Valorant Masters Toronto 2025,Sentinels,N4RRATE,US,INITIATOR,C
Valorant Masters Toronto 2025,Paper Rex,d4v41,MY,SENTINEL,A
Valorant Masters Toronto 2025,Xi Lai Gaming,happywei,TW,SENTINEL,B
Valorant Masters Toronto 2025,Fnatic,kaajak,PL,DUELIST,A
Valorant Masters Toronto 2025,Bilibili Gaming,rushia,CN,CONTROLLER,C
Valorant Masters Toronto 2025,Gen.G,Karon,KR,CONTROLLER,B
Valorant Masters Toronto 2025,Fnatic,crashies,US,INITIATOR,A
Valorant Masters Toronto 2025,Gen.G,Ash,KR,INITIATOR,C
Valorant Masters Toronto 2025,Paper Rex,PatMen,PH,INITIATOR,A
Valorant Masters Toronto 2025,Team Liquid,penny,CA,DUELIST,D
Valorant Masters Toronto 2025,Gen.G,Munchkin,KR,INITIATOR,C
Valorant Masters Toronto 2025,Sentinels,bang,US,CONTROLLER,B
Valorant Masters Toronto 2025,Sentinels,johnqt,MA,INITIATOR,A
Valorant Masters Toronto 2025,Sentinels,Zellsis,US,SENTINEL,C
Valorant Masters Toronto 2025,G2 Esports,jawgemo,KH,DUELIST,B
Valorant Masters Toronto 2025,RRQ,Monyet,ID,CONTROLLER,C
Valorant Masters Toronto 2025,Paper Rex,something,RU,DUELIST,A
Valorant Masters Toronto 2025,Team Liquid,kamo,PL,FLEX,B
Valorant Masters Toronto 2025,Wolves Esports,Juicy,SG,DUELIST,B
Valorant Masters Toronto 2025,Team Heretics,Wo0t,TR,INITIATOR,B
Valorant Masters Toronto 2025,Bilibili Gaming,nephh,SG,INITIATOR,C
Valorant Masters Toronto 2025,G2 Esports,valyn,US,CONTROLLER,B
Valorant Masters Toronto 2025,G2 Esports,JonahP,CA,INITIATOR,A
Valorant Masters Toronto 2025,Wolves Esports,Lysoar,CN,SENTINEL,C
Valorant Masters Toronto 2025,Wolves Esports,SiuFatBB,HK,INITIATOR,B
Valorant Masters Toronto 2025,Team Liquid,paTiTek,PL,INITIATOR,B
Valorant Masters Toronto 2025,Bilibili Gaming,Levius,CN,SENTINEL,D
Valorant Masters Toronto 2025,RRQ,xffero,ID,SENTINEL,C
Valorant Masters Toronto 2025,Wolves Esports,Yuicaw,TW,FLEX,C
Valorant Masters Toronto 2025,Gen.G,Foxy9,KR,SENTINEL,C
Valorant Masters Toronto 2025,RRQ,Kushy,ID,INITIATOR,C
Valorant Masters Toronto 2025,Team Liquid,nAts,RU,SENTINEL,B
Valorant Masters Toronto 2025,Xi Lai Gaming,Rarga,RU,DUELIST,C
Valorant Masters Toronto 2025,Team Heretics,RieNs,TR,INITIATOR,C
Valorant Masters Toronto 2025,Team Heretics,benjyfishy,GB,SENTINEL,C
Valorant Masters Toronto 2025,RRQ,Jemkin,RU,DUELIST,C
Valorant Masters Toronto 2025,Fnatic,Boaster,GB,CONTROLLER,B
Valorant Masters Toronto 2025,Bilibili Gaming,Knight,CN,INITIATOR,D
Valorant Masters Toronto 2025,Team Liquid,Serial,LV,SENTINEL,D
Valorant Masters Toronto 2025,Team Heretics,Boo,LT,CONTROLLER,C
Valorant Masters Toronto 2025,RRQ,crazyguy,VN,INITIATOR,C
Valorant Masters Toronto 2025,Team Heretics,MiniBoo,LT,DUELIST,B
Valorant Masters Toronto 2025,MIBR,xenom,BR,CONTROLLER,C
Valorant Masters Toronto 2025,MIBR,cortezia,BR,SENTINEL,C
Valorant Masters Toronto 2025,Xi Lai Gaming,Viva,CN,INITIATOR,C
Valorant Masters Toronto 2025,Xi Lai Gaming,coconut,HK,CONTROLLER,C
Valorant Masters Toronto 2025,Xi Lai Gaming,Midi,CN,INITIATOR,B
Valorant Masters Toronto 2025,MIBR,aspas,BR,DUELIST,C
Valorant Masters Toronto 2025,MIBR,artzin,BR,INITIATOR,D
Valorant Champions 2025,MIBR,aspas,BR,DUELIST,A
Valorant Champions 2025,Team Heretics,RieNs,TR,INITIATOR,C
Valorant Champions 2025,NRG,brawk,US,INITIATOR,A
Valorant Champions 2025,Fnatic,kaajak,PL,DUELIST,A
Valorant Champions 2025,Sentinels,johnqt,MA,SENTINEL,B
Valorant Champions 2025,EDward Gaming,Smoggy,CN,CONTROLLER,A
Valorant Champions 2025,G2 Esports,leaf,US,SENTINEL,A
Valorant Champions 2025,Paper Rex,something,RU,DUELIST,A
Valorant Champions 2025,Bilibili Gaming,Knight,CN,INITIATOR,C
Valorant Champions 2025,NRG,skuba,US,SENTINEL,A
Valorant Champions 2025,Dragon Ranger Gaming,SpiritZ1,TW,DUELIST,D
